POSTACCT,JOURNAL,POSTDATE,REFNO,SUFFIX,TRANDATE,CNTRLNO,DESC,AMOUNT,COUNT,SYS_DATE,TYPE,COUNTER,CREDIT_AMT,POSTBY,SYSTEM,BALANCE,UNAPPLIED,STOCK,ORIG_APPLY,FISCAL,INVOICE,INVOICE2,INVOICE3,INVOICE4,INVOICE5,HEDPOST,ORIG_AMT,BATCHNO 
6700,30,2014-10-13,    125094,,2014-10-09,    125094,JOHNSTONE,16.8,1,2014-10-13,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    125094
7731,30,2014-10-13,    125094,,2014-10-09,    125094,COUPON,5.0,1,2014-10-13,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    125094
1440,30,2014-10-13,    125094,,2014-10-09,      6475,JOHNSTONE,-16.8,1,2014-10-13,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    125094
5730,31,2014-10-13,    125094,,2014-10-09,    125094,JOHNSTONE,-12.0,1,2014-10-13,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    125094
6730,31,2014-10-13,    125094,,2014-10-09,    125094,JOHNSTONE,8.0,1,2014-10-13,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    125094
7750,31,2014-10-13,    125094,,2014-10-09,    125094,Service Dept Policy,12.0,1,2014-10-13,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    125094
1440,31,2014-10-13,    125094,,2014-10-09,      6337,JOHNSTONE,-8.0,1,2014-10-13,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    125094
1121,30,2014-10-13,    125104,,2014-10-08,    125104,Credit Cards,89.47,1,2014-10-13,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    125104
1400,30,2014-10-13,    125104,,2014-10-08,    125104,ROBERTS,-17.62,1,2014-10-13,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    125104
2150,30,2014-10-13,    125104,,2014-10-08,    125104,Customer Pay Taxes,-5.08,1,2014-10-13,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    125104
5430,30,2014-10-13,    125104,,2014-10-08,    125104,ROBERTS,-26.24,1,2014-10-13,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    125104
5700,30,2014-10-13,    125104,,2014-10-08,    125104,ROBERTS,-58.15,1,2014-10-13,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    125104
6430,30,2014-10-13,    125104,,2014-10-08,    125104,ROBERTS,17.62,1,2014-10-13,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    125104
6700,30,2014-10-13,    125104,,2014-10-08,    125104,ROBERTS,28.0,1,2014-10-13,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    125104
1440,30,2014-10-13,    125104,,2014-10-08,      6337,ROBERTS,-28.0,1,2014-10-13,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    125104
1010,30,2014-10-13,    125110,,2014-10-09,    125110,Cash Sale,75.41,1,2014-10-13,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    125110
1400,30,2014-10-13,    125110,,2014-10-09,    125110,TUCKEY,-23.44,1,2014-10-13,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    125110
2150,30,2014-10-13,    125110,,2014-10-09,    125110,Customer Pay Taxes,-5.59,1,2014-10-13,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    125110
5430,30,2014-10-13,    125110,,2014-10-09,    125110,TUCKEY,-32.82,1,2014-10-13,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    125110
5700,30,2014-10-13,    125110,,2014-10-09,    125110,TUCKEY,-37.0,1,2014-10-13,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    125110
6430,30,2014-10-13,    125110,,2014-10-09,    125110,TUCKEY,23.44,1,2014-10-13,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    125110
6700,30,2014-10-13,    125110,,2014-10-09,    125110,TUCKEY,12.36,1,2014-10-13,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    125110
1440,30,2014-10-13,    125110,,2014-10-09,      9439,TUCKEY,-12.36,1,2014-10-13,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    125110
1010,30,2014-10-13,    125111,,2014-10-09,    125111,Cash Sale,42.93,1,2014-10-13,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    125111
1400,30,2014-10-13,    125111,,2014-10-09,    125111,WILLIAMS,-18.46,1,2014-10-13,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    125111
2150,30,2014-10-13,    125111,,2014-10-09,    125111,Customer Pay Taxes,-2.44,1,2014-10-13,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    125111
5430,30,2014-10-13,    125111,,2014-10-09,    125111,WILLIAMS,-26.24,1,2014-10-13,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    125111
5700,30,2014-10-13,    125111,,2014-10-09,    125111,WILLIAMS,-14.25,1,2014-10-13,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    125111
6430,30,2014-10-13,    125111,,2014-10-09,    125111,WILLIAMS,18.46,1,2014-10-13,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    125111
6700,30,2014-10-13,    125111,,2014-10-09,    125111,WILLIAMS,9.52,1,2014-10-13,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    125111
1440,30,2014-10-13,    125111,,2014-10-09,      4113,WILLIAMS,-9.52,1,2014-10-13,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    125111
1121,30,2014-10-13,    125112,,2014-10-09,    125112,Credit Cards,42.29,1,2014-10-13,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    125112
1400,30,2014-10-13,    125112,,2014-10-09,    125112,CIMINI,-15.39,1,2014-10-13,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    125112
2150,30,2014-10-13,    125112,,2014-10-09,    125112,Sales Tax,-3.14,1,2014-10-13,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    125112
5430,30,2014-10-13,    125112,,2014-10-09,    125112,CIMINI,-22.95,1,2014-10-13,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    125112
5700,30,2014-10-13,    125112,,2014-10-09,    125112,CIMINI,-19.2,1,2014-10-13,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    125112
6430,30,2014-10-13,    125112,,2014-10-09,    125112,CIMINI,15.39,1,2014-10-13,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    125112
6700,30,2014-10-13,    125112,,2014-10-09,    125112,CIMINI,10.0,1,2014-10-13,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    125112
7731,30,2014-10-13,    125112,,2014-10-09,    125112,Coupon,3.0,1,2014-10-13,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    125112
1440,30,2014-10-13,    125112,,2014-10-09,      6337,CIMINI,-10.0,1,2014-10-13,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    125112
1121,30,2014-10-13,    125113,,2014-10-09,    125113,Credit Cards,79.0,1,2014-10-13,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    125113
1400,30,2014-10-13,    125113,,2014-10-09,    125113,PESESKY,-17.88,1,2014-10-13,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    125113
2150,30,2014-10-13,    125113,,2014-10-09,    125113,Customer Pay Taxes,-5.86,1,2014-10-13,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    125113
5430,30,2014-10-13,    125113,,2014-10-09,    125113,PESESKY,-26.24,1,2014-10-13,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    125113
5700,30,2014-10-13,    125113,,2014-10-09,    125113,PESESKY,-46.9,1,2014-10-13,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    125113
6430,30,2014-10-13,    125113,,2014-10-09,    125113,PESESKY,17.88,1,2014-10-13,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    125113
6700,30,2014-10-13,    125113,,2014-10-09,    125113,PESESKY,14.0,1,2014-10-13,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    125113
1440,30,2014-10-13,    125113,,2014-10-09,      6475,PESESKY,-14.0,1,2014-10-13,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    125113
1010,30,2014-10-13,    125120,,2014-10-09,    125120,Cash Sale,80.14,1,2014-10-13,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    125120
1400,30,2014-10-13,    125120,,2014-10-09,    125120,SAYRE,-12.9,1,2014-10-13,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    125120
2150,30,2014-10-13,    125120,,2014-10-09,    125120,Customer Pay Taxes,-4.53,1,2014-10-13,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    125120
5430,30,2014-10-13,    125120,,2014-10-09,    125120,SAYRE,-19.66,1,2014-10-13,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    125120
5700,30,2014-10-13,    125120,,2014-10-09,    125120,SAYRE,-62.95,1,2014-10-13,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    125120
6430,30,2014-10-13,    125120,,2014-10-09,    125120,SAYRE,12.9,1,2014-10-13,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    125120
6700,30,2014-10-13,    125120,,2014-10-09,    125120,SAYRE,14.27,1,2014-10-13,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    125120
7731,30,2014-10-13,    125120,,2014-10-09,    125120,COUPON,7.0,1,2014-10-13,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    125120
1440,30,2014-10-13,    125120,,2014-10-09,      4113,SAYRE,-14.27,1,2014-10-13,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    125120
1121,30,2014-10-13,    125122,,2014-10-09,    125122,Credit Cards,48.63,1,2014-10-13,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    125122
1400,30,2014-10-13,    125122,,2014-10-09,    125122,OLTZ,-23.44,1,2014-10-13,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    125122
2150,30,2014-10-13,    125122,,2014-10-09,    125122,Customer Pay Taxes,-3.61,1,2014-10-13,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    125122
5430,30,2014-10-13,    125122,,2014-10-09,    125122,OLTZ,-32.82,1,2014-10-13,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    125122
5700,30,2014-10-13,    125122,,2014-10-09,    125122,OLTZ,-17.2,1,2014-10-13,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    125122
6430,30,2014-10-13,    125122,,2014-10-09,    125122,OLTZ,23.44,1,2014-10-13,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    125122
6700,30,2014-10-13,    125122,,2014-10-09,    125122,OLTZ,11.2,1,2014-10-13,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    125122
7731,30,2014-10-13,    125122,,2014-10-09,    125122,COUPON,5.0,1,2014-10-13,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    125122
1440,30,2014-10-13,    125122,,2014-10-09,      6475,OLTZ,-11.2,1,2014-10-13,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    125122
1010,30,2014-10-13,    125123,,2014-10-09,    125123,Cash Sale,16.15,1,2014-10-13,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    125123
2150,30,2014-10-13,    125123,,2014-10-09,    125123,Customer Pay Taxes,-1.2,1,2014-10-13,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    125123
5700,30,2014-10-13,    125123,,2014-10-09,    125123,WRIGHT,-14.95,1,2014-10-13,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    125123
6700,30,2014-10-13,    125123,,2014-10-09,    125123,WRIGHT,8.0,1,2014-10-13,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    125123
1440,30,2014-10-13,    125123,,2014-10-09,      6337,WRIGHT,-8.0,1,2014-10-13,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    125123
1010,30,2014-10-13,    125124,,2014-10-09,    125124,Cash Sale,109.25,1,2014-10-13,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    125124
1400,30,2014-10-13,    125124,,2014-10-09,    125124,DRAKE,-16.96,1,2014-10-13,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    125124
2150,30,2014-10-13,    125124,,2014-10-09,    125124,Customer Pay Taxes,-8.1,1,2014-10-13,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    125124
5430,30,2014-10-13,    125124,,2014-10-09,    125124,DRAKE,-24.45,1,2014-10-13,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    125124
5700,30,2014-10-13,    125124,,2014-10-09,    125124,DRAKE,-76.7,1,2014-10-13,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    125124
6430,30,2014-10-13,    125124,,2014-10-09,    125124,DRAKE,16.96,1,2014-10-13,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    125124
6700,30,2014-10-13,    125124,,2014-10-09,    125124,DRAKE,20.62,1,2014-10-13,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    125124
1440,30,2014-10-13,    125124,,2014-10-09,      4113,DRAKE,-20.62,1,2014-10-13,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    125124
1010,30,2014-10-13,    125125,,2014-10-09,    125125,Cash Sale,16.15,1,2014-10-13,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    125125
2150,30,2014-10-13,    125125,,2014-10-09,    125125,Customer Pay Taxes,-1.2,1,2014-10-13,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    125125
5700,30,2014-10-13,    125125,,2014-10-09,    125125,MCCONNELL,-14.95,1,2014-10-13,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    125125
6700,30,2014-10-13,    125125,,2014-10-09,    125125,MCCONNELL,4.2,1,2014-10-13,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    125125
1440,30,2014-10-13,    125125,,2014-10-09,      6475,MCCONNELL,-4.2,1,2014-10-13,18,0,0,Jesse Dovi,SI,0.0,0.0,,0,0,,,,,,,0.0,    125125
1121,50,2014-10-07,    101214,0000,2014-10-07,,VMCDAE,-1590.72,0,2014-10-13,9,0,0,Erin Robinson,AC,0.0,0.0,,0,0,,,,,,,-1590.72,    101214
1001,50,2014-10-07,    101214,0000,2014-10-07,,VMCDAE,1590.72,0,2014-10-13,9,0,0,Erin Robinson,AC,0.0,0.0,,0,0,,,,,,,1590.72,    101214
1120,50,2014-10-07,    101209,0000,2014-10-07,    647560,RA,-46.58,0,2014-10-13,9,0,0,Erin Robinson,AC,0.0,0.0,,0,0,,,,,,,-46.58,    101209
1010,50,2014-10-07,    101209,0000,2014-10-07,,RA,46.58,0,2014-10-13,9,0,0,Erin Robinson,AC,0.0,0.0,,0,0,,,,,,,46.58,    101209
1120,50,2014-10-07,    101212,0000,2014-10-07,    486130,RA,-846.41,0,2014-10-13,9,0,0,Erin Robinson,AC,0.0,0.0,,0,0,,,,,,,-846.41,    101212
1010,50,2014-10-07,    101212,0000,2014-10-07,,RA,846.41,0,2014-10-13,9,0,0,Erin Robinson,AC,0.0,0.0,,0,0,,,,,,,846.41,    101212
1110,50,2014-10-07,    101210,0000,2014-10-07,    FT3313,DLH PROPERTIES,-29600.0,0,2014-10-13,9,0,0,Erin Robinson,AC,0.0,0.0,,0,0,,,,,,,-29600.0,    101210
2310,50,2014-10-07,    101210,0000,2014-10-07,,DLH PROPERTIES,-196.75,0,2014-10-13,9,0,0,Erin Robinson,AC,0.0,0.0,,0,0,,,,,,,-196.75,    101210
1120,50,2014-10-07,    101210,0000,2014-10-07,    647370,DLH PROPERTIES,-3.25,0,2014-10-13,9,0,0,Erin Robinson,AC,0.0,0.0,,0,0,,,,,,,-3.25,    101210
1010,50,2014-10-07,    101210,0000,2014-10-07,,DLH PROPERTIES,29800.0,0,2014-10-13,9,0,0,Erin Robinson,AC,0.0,0.0,,0,0,,,,,,,29800.0,    101210
2310,50,2014-10-07,    101213,0000,2014-10-07,,SEMP ELEC,-233.75,0,2014-10-13,9,0,0,Erin Robinson,AC,0.0,0.0,,0,0,,,,,,,-233.75,    101213
1121,50,2014-10-07,    101213,0000,2014-10-07,,SEMP ELEC,233.75,0,2014-10-13,9,0,0,Erin Robinson,AC,0.0,0.0,,0,0,,,,,,,233.75,    101213
1010,32,2014-10-07,     31760,0000,2014-10-07,,CHARGE,-5.88,0,2014-10-13,9,0,0,Erin Robinson,AC,-5.88,0.0,,0,0,,,,,,,-5.88,     31760
1120,32,2014-10-07,     31760,0000,2014-10-07,    062660,CHARGE,5.88,0,2014-10-13,9,0,0,Erin Robinson,AC,5.88,0.0,,0,0,,,,,,,5.88,     31760
1120,32,2014-10-07,     31762,0000,2014-10-07,    628010,FT3176,-12.95,0,2014-10-13,9,0,0,Erin Robinson,AC,-12.95,0.0,,0,0,,,,,,,-12.95,     31762
1300,32,2014-10-07,     31762,0000,2014-10-07,    FT3176,FT3176,12.95,0,2014-10-13,9,0,0,Erin Robinson,AC,12.95,0.0,,0,0,,,,,,,12.95,     31762
1010,32,2014-10-07,     31765,0000,2014-10-07,,CHARGE,-55.54,0,2014-10-13,9,0,0,Erin Robinson,AC,-55.54,0.0,,0,0,,,,,,,-55.54,     31785
1120,32,2014-10-07,     31785,0000,2014-10-07,     45810,CHARGE,55.54,0,2014-10-13,9,0,0,Erin Robinson,AC,55.54,0.0,,0,0,,,,,,,55.54,     31785
1010,32,2014-10-07,     31798,0000,2014-10-07,,CHARGE,-120.78,0,2014-10-13,9,0,0,Erin Robinson,AC,-120.78,0.0,,0,0,,,,,,,-120.78,     31798
1120,32,2014-10-07,     31798,0000,2014-10-07,    670310,CHARGE,120.78,0,2014-10-13,9,0,0,Erin Robinson,AC,120.78,0.0,,0,0,,,,,,,120.78,     31798
1010,32,2014-10-07,     31799,0000,2014-10-07,,CC,-290.4,0,2014-10-13,9,0,0,Erin Robinson,AC,-290.4,0.0,,0,0,,,,,,,-290.4,     31799
1121,32,2014-10-07,     31799,0000,2014-10-07,,CC,290.4,0,2014-10-13,9,0,0,Erin Robinson,AC,290.4,0.0,,0,0,,,,,,,290.4,     31799
1010,32,2014-10-07,     31805,0000,2014-10-07,,CC,-40.64,0,2014-10-13,9,0,0,Erin Robinson,AC,-40.64,0.0,,0,0,,,,,,,-40.64,     31805
1121,32,2014-10-07,     31805,0000,2014-10-07,,CC,40.64,0,2014-10-13,9,0,0,Erin Robinson,AC,40.64,0.0,,0,0,,,,,,,40.64,     31805
1010,32,2014-10-07,     31806,0000,2014-10-07,,CC,-19.0,0,2014-10-13,9,0,0,Erin Robinson,AC,-19.0,0.0,,0,0,,,,,,,-19.0,     31806
1121,32,2014-10-07,     31806,0000,2014-10-07,,CC,19.0,0,2014-10-13,9,0,0,Erin Robinson,AC,19.0,0.0,,0,0,,,,,,,19.0,     31806
6700,30,2014-10-07,    125041,0000,2014-10-07,,COL,-3.0,0,2014-10-13,9,0,0,Erin Robinson,AC,-3.0,0.0,,0,0,,,,,,,-3.0,    125041
1440,30,2014-10-07,    125041,0000,2014-10-07,,COL,3.0,0,2014-10-13,9,0,0,Erin Robinson,AC,3.0,0.0,,0,0,,,,,,,3.0,    125041
1442,75,2014-10-13,    303541,,2014-09-18,,,-31.92,0,2014-10-13,14,0,0,Erin Robinson,AP,0.0,0.0,,0,0,,,,,,,0.0,
2100,75,2014-10-13,    303541,,2014-09-18,    652280,ACCOUNTS PAYABLE,31.92,0,2014-10-13,14,0,0,Erin Robinson,AP,0.0,0.0,,0,0,,,,,,,0.0,
1121,50,2014-10-08,    101233,0000,2014-10-08,,VMCDAE,-3287.75,0,2014-10-13,9,0,0,Erin Robinson,AC,0.0,0.0,,0,0,,,,,,,-3287.75,    101233
1001,50,2014-10-08,    101233,0000,2014-10-08,,VMCDAE,3287.75,0,2014-10-13,9,0,0,Erin Robinson,AC,0.0,0.0,,0,0,,,,,,,3287.75,    101233
1010,50,2014-10-08,    101215,0000,2014-10-08,,DLH PROPERTIES,-3.25,0,2014-10-13,9,0,0,Erin Robinson,AC,0.0,0.0,,0,0,,,,,,,-3.25,    101215
1120,50,2014-10-08,    101215,0000,2014-10-08,    647370,DLH PROPERTIES,3.25,0,2014-10-13,9,0,0,Erin Robinson,AC,0.0,0.0,,0,0,,,,,,,3.25,    101215
2300,50,2014-10-08,    101211,0000,2014-10-08,    AUSTIN,DANNY AUSTIN,-100.0,0,2014-10-13,9,0,0,Erin Robinson,AC,0.0,0.0,,0,0,,,,,,,-100.0,    101211
1010,50,2014-10-08,    101211,0000,2014-10-08,,DANNY AUSTIN,100.0,0,2014-10-13,9,0,0,Erin Robinson,AC,0.0,0.0,,0,0,,,,,,,100.0,    101211
1110,50,2014-10-08,    101232,0000,2014-10-08,    ES3317,VISION MOTORS,-26384.72,0,2014-10-13,9,0,0,Erin Robinson,AC,0.0,0.0,,0,0,,,,,,,-26384.72,    101232
1010,50,2014-10-08,    101232,0000,2014-10-08,,VISION MOTORS,26384.72,0,2014-10-13,9,0,0,Erin Robinson,AC,0.0,0.0,,0,0,,,,,,,26384.72,    101232
VOID,60,2014-10-13,     32121,,2014-09-09,    363920,Void Check,0.0,0,2014-10-13,15,0,0,Jesse Dovi,AP,0.0,0.0,,0,0,,,,,,,0.0,
1001,60,2014-10-13,     32121,,2014-09-09,    363920,Void Check,108.0,0,2014-10-13,15,0,0,Jesse Dovi,AP,0.0,0.0,,0,0,,,,,,,0.0,
2100,60,2014-10-13,     32121,,2014-09-09,    363920,Void Check,-108.0,0,2014-10-13,15,0,0,Jesse Dovi,AP,0.0,0.0,,0,0,,,,,,,0.0,
1442,75,2014-10-13,    525869,,2014-08-31,,,-108.0,0,2014-10-13,12,0,0,Erin Robinson,AP,0.0,0.0,,0,0,,,,,,,0.0,
2100,75,2014-10-13,    525869,,2014-08-31,    363920,,108.0,0,2014-10-13,12,0,0,Erin Robinson,AP,0.0,0.0,,0,0,,,,,,,0.0,
1442,75,2014-10-13,    526378,,2014-08-20,,,59.4,0,2014-10-13,14,0,0,Erin Robinson,AP,0.0,0.0,,0,0,,,,,,,0.0,
2100,75,2014-10-13,    526378,,2014-08-20,    363920,ACCOUNTS PAYABLE,-59.4,0,2014-10-13,14,0,0,Erin Robinson,AP,0.0,0.0,,0,0,,,,,,,0.0,
1010,50,2014-10-07,    100714,0000,2014-10-07,,DEP,-31772.92,0,2014-10-13,9,0,0,Erin Robinson,AC,0.0,0.0,,0,0,,,,,,,-31772.92,    100714
1001,50,2014-10-07,    100714,0000,2014-10-07,,DEP,31772.93,0,2014-10-13,9,0,0,Erin Robinson,AC,0.0,0.0,,0,0,,,,,,,31772.93,    100714
7750,50,2014-10-07,    100714,0000,2014-10-07,,DEP,-0.01,0,2014-10-13,9,0,0,Erin Robinson,AC,0.0,0.0,,0,0,,,,,,,-0.01,    100714
1010,32,2014-10-08,     31809,0000,2014-10-08,,CC,-162.9,0,2014-10-13,9,0,0,Erin Robinson,AC,-162.9,0.0,,0,0,,,,,,,-162.9,     31809
1121,32,2014-10-08,     31809,0000,2014-10-08,,CC,162.9,0,2014-10-13,9,0,0,Erin Robinson,AC,162.9,0.0,,0,0,,,,,,,162.9,     31809
1010,32,2014-10-08,     31816,0000,2014-10-08,,CC,-51.13,0,2014-10-14,9,0,0,Erin Robinson,AC,-51.13,0.0,,0,0,,,,,,,-51.13,     31816
1121,32,2014-10-08,     31816,0000,2014-10-08,,CC,51.13,0,2014-10-14,9,0,0,Erin Robinson,AC,51.13,0.0,,0,0,,,,,,,51.13,     31816
1440,30,2014-10-08,    124948,0000,2014-10-08,,COL,-14.43,0,2014-10-14,9,0,0,Erin Robinson,AC,-14.43,0.0,,0,0,,,,,,,-14.43,    124948
6700,30,2014-10-08,    124948,0000,2014-10-08,,COL,14.43,0,2014-10-14,9,0,0,Erin Robinson,AC,14.43,0.0,,0,0,,,,,,,14.43,    124948
1440,30,2014-10-08,    125088,0000,2014-10-08,,COL,-3.52,0,2014-10-14,9,0,0,Erin Robinson,AC,-3.52,0.0,,0,0,,,,,,,-3.52,    125088
6700,30,2014-10-08,    125088,0000,2014-10-08,,COL,3.52,0,2014-10-14,9,0,0,Erin Robinson,AC,3.52,0.0,,0,0,,,,,,,3.52,    125088
1010,50,2014-10-08,    100814,0000,2014-10-08,,DEP,-26654.08,0,2014-10-14,9,0,0,Erin Robinson,AC,0.0,0.0,,0,0,,,,,,,-26654.08,    100814
1001,50,2014-10-08,    100814,0000,2014-10-08,,DEP,26654.08,0,2014-10-14,9,0,0,Erin Robinson,AC,0.0,0.0,,0,0,,,,,,,26654.08,    100814
1300,60,2014-10-14,     32248,,2014-10-14,    ES3344,15 ESCAPE,26008.72,0,2014-10-14,8,0,0,LUKE DOVI,AC,26008.72,0.0,,0,0,,,,,,,0.0,
1001,60,2014-10-14,     32248,,2014-10-14,     32248, FUCCILLO FORD INC,-26008.72,0,2014-10-14,8,0,0,LUKE DOVI,AC,0.0,0.0,,0,0,,,,,,,0.0,
1121,50,2014-10-08,    101240,0000,2014-10-08,,VMCDAE,-438.62,0,2014-10-14,9,0,0,Erin Robinson,AC,0.0,0.0,,0,0,,,,,,,-438.62,    101240
1001,50,2014-10-08,    101240,0000,2014-10-08,,VMCDAE,438.62,0,2014-10-14,9,0,0,Erin Robinson,AC,0.0,0.0,,0,0,,,,,,,438.62,    101240
2310,50,2014-10-08,    101229,0000,2014-10-08,,NYS REG - PEAK,-65.0,0,2014-10-14,9,0,0,Erin Robinson,AC,0.0,0.0,,0,0,,,,,,,-65.0,    101229
1010,50,2014-10-08,    101229,0000,2014-10-08,,NYS REG - PEAK,65.0,0,2014-10-14,9,0,0,Erin Robinson,AC,0.0,0.0,,0,0,,,,,,,65.0,    101229
